,area_title,geographic_level,State,msa_name,geoid,percent_fossil_employees,meets_fossil_threshold,local_area_unemployment,national_unemployment_rate_prev_year,meets_unemployment_criteria
32866,"Huntington County, Indiana",county,Indiana,Northern Indiana nonmetropolitan area,18069,1.4559386973180077,1,6.7,3.7,1
32881,"Lyon County, Nevada",county,Nevada,Nevada nonmetropolitan area,32019,0.47486784338320936,1,17.1,9.6,1
32882,"Lyon County, Nevada",county,Nevada,Nevada nonmetropolitan area,32019,0.27772800573373946,1,15.3,8.9,1
32884,"Lyon County, Nevada",county,Nevada,Nevada nonmetropolitan area,32019,0.5749486652977412,1,10.7,7.4,1
32885,"Lyon County, Nevada",county,Nevada,Nevada nonmetropolitan area,32019,0.9200035047752563,1,9.6,6.2,1
32886,"Lyon County, Nevada",county,Nevada,Nevada nonmetropolitan area,32019,0.17484045808200016,1,7.6,5.3,1
32890,"Lyon County, Nevada",county,Nevada,Nevada nonmetropolitan area,32019,1.120493666774927,1,8.9,3.7,1
32902,"Nacogdoches County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48347,0.2911006376490158,1,6.6,3.7,1
32938,"Young County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48503,7.870805895264973,1,5.3,3.7,1
33037,"Marion County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28091,4.264725003250552,1,10.4,9.6,1
33038,"Marion County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28091,4.281636536631779,1,10.0,8.9,1
33039,"Marion County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28091,3.864342656397784,1,9.4,8.1,1
33040,"Marion County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28091,3.1270529496780974,1,8.3,7.4,1
33041,"Marion County, Mississippi",county,Mississippi,Southeast Mississippi nonmetropolitan area,28091,2.8116092251878726,1,7.4,6.2,1
33084,"Oxnard-Thousand Oaks-Ventura, CA MSA",metropolitan_stat_area,California,"Oxnard-Thousand Oaks-Ventura, CA",37100,0.38830377872741345,1,11.1,9.3,1
33085,"Oxnard-Thousand Oaks-Ventura, CA MSA",metropolitan_stat_area,California,"Oxnard-Thousand Oaks-Ventura, CA",37100,0.40340549288176936,1,10.4,9.6,1
33086,"Oxnard-Thousand Oaks-Ventura, CA MSA",metropolitan_stat_area,California,"Oxnard-Thousand Oaks-Ventura, CA",37100,0.3976794389247587,1,9.2,8.9,1
33094,"Oxnard-Thousand Oaks-Ventura, CA MSA",metropolitan_stat_area,California,"Oxnard-Thousand Oaks-Ventura, CA",37100,0.1814078021523179,1,8.8,3.7,1
33114,"San Jacinto County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48407,0.4358353510895884,1,6.3,5.3,1
33189,"Altoona, PA MSA",metropolitan_stat_area,Pennsylvania,"Altoona, PA",11020,0.1916462757310792,1,4.6,3.9,1
33190,"Altoona, PA MSA",metropolitan_stat_area,Pennsylvania,"Altoona, PA",11020,0.20008731082654252,1,8.7,3.7,1
33246,"Converse County, Wyoming",county,Wyoming,Eastern Wyoming nonmetropolitan area,56009,6.636709298306257,1,6.3,5.3,1
33250,"Converse County, Wyoming",county,Wyoming,Eastern Wyoming nonmetropolitan area,56009,14.42432082794308,1,5.9,3.7,1
33264,"Nelson County, Kentucky",county,Kentucky,Central Kentucky nonmetropolitan area,21179,0.28217929238115913,1,11.3,9.3,1
33265,"Nelson County, Kentucky",county,Kentucky,Central Kentucky nonmetropolitan area,21179,0.2841116048663218,1,10.6,9.6,1
33273,"Nelson County, Kentucky",county,Kentucky,Central Kentucky nonmetropolitan area,21179,0.22570609406453976,1,4.3,3.9,1
33274,"Nelson County, Kentucky",county,Kentucky,Central Kentucky nonmetropolitan area,21179,0.25201938610662356,1,6.8,3.7,1
33502,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33503,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33504,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33505,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33506,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33507,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33508,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33509,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33510,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33511,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33512,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33513,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33514,"Dallas-Fort Worth-Arlington, TX MSA",metropolitan_stat_area,Texas,"Dallas-Fort Worth-Arlington, TX",19100,0.7499182452141347,1,7.1,3.7,1
33528,"Barren County, Kentucky",county,Kentucky,South Central Kentucky nonmetropolitan area,21009,0.19588019714394034,1,11.3,9.3,1
33529,"Barren County, Kentucky",county,Kentucky,South Central Kentucky nonmetropolitan area,21009,0.21899142283593895,1,9.8,9.6,1
33602,"Wichita, KS MSA",metropolitan_stat_area,Kansas,"Wichita, KS",48620,0.49523091208583997,1,8.1,3.7,1
33603,"Wichita, KS MSA",metropolitan_stat_area,Kansas,"Wichita, KS",48620,0.49523091208583997,1,8.1,3.7,1
33604,"Wichita, KS MSA",metropolitan_stat_area,Kansas,"Wichita, KS",48620,0.49523091208583997,1,8.1,3.7,1
33605,"Wichita, KS MSA",metropolitan_stat_area,Kansas,"Wichita, KS",48620,0.49523091208583997,1,8.1,3.7,1
33606,"Wichita, KS MSA",metropolitan_stat_area,Kansas,"Wichita, KS",48620,0.49523091208583997,1,8.1,3.7,1
33690,"Sublette County, Wyoming",county,Wyoming,Western Wyoming nonmetropolitan area,56035,15.047423737503204,1,6.5,5.3,1
33693,"Sublette County, Wyoming",county,Wyoming,Western Wyoming nonmetropolitan area,56035,13.423831070889895,1,4.7,3.9,1
33694,"Sublette County, Wyoming",county,Wyoming,Western Wyoming nonmetropolitan area,56035,10.604395604395604,1,7.2,3.7,1
33708,"Howell County, Missouri",county,Missouri,Southeast Missouri nonmetropolitan area,29091,0.18529548011382435,1,10.7,9.3,1
33709,"Howell County, Missouri",county,Missouri,Southeast Missouri nonmetropolitan area,29091,0.19682367313696214,1,9.8,9.6,1
33858,"Freestone County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48161,5.509752664387694,1,6.7,5.3,1
33859,"Freestone County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48161,5.675786035116373,1,6.4,4.9,1
33860,"Freestone County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48161,6.552162849872774,1,5.9,4.4,1
33861,"Freestone County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48161,7.326646314871348,1,4.8,3.9,1
33862,"Freestone County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48161,6.894213381555153,1,8.3,3.7,1
33893,"Uintah County, Utah",county,Utah,Eastern Utah nonmetropolitan area,49047,12.708933717579251,1,6.7,6.2,1
33894,"Uintah County, Utah",county,Utah,Eastern Utah nonmetropolitan area,49047,8.23045267489712,1,9.1,5.3,1
33895,"Uintah County, Utah",county,Utah,Eastern Utah nonmetropolitan area,49047,9.776245087817788,1,5.9,4.9,1
33897,"Uintah County, Utah",county,Utah,Eastern Utah nonmetropolitan area,49047,13.24197397798137,1,4.2,3.9,1
33898,"Uintah County, Utah",county,Utah,Eastern Utah nonmetropolitan area,49047,9.794721407624634,1,9.3,3.7,1
34143,"Crawford County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17033,1.4025777103866566,1,8.3,8.1,1
34146,"Crawford County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17033,1.3014273719563392,1,6.3,5.3,1
34147,"Crawford County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17033,1.6444132115249472,1,5.2,4.9,1
34148,"Crawford County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17033,1.8262234270223998,1,5.4,4.4,1
34149,"Crawford County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17033,2.027793533749291,1,4.1,3.9,1
34150,"Crawford County, Illinois",county,Illinois,East Central Illinois nonmetropolitan area,17033,1.06320141760189,1,7.1,3.7,1
34290,"San Augustine County, Texas",county,Texas,Big Thicket Region of Texas nonmetropolitan area,48405,0.5031446540880503,1,8.9,5.3,1
34374,"Titus County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48449,0.2565418163160595,1,6.2,5.3,1
34390,"Great Falls, MT MSA",metropolitan_stat_area,Montana,"Great Falls, MT",24500,0.2683969915941602,1,5.8,3.7,1
34416,"Jim Wells County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48249,16.937742031575812,1,10.1,9.3,1
34421,"Jim Wells County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48249,20.499706994832454,1,7.9,6.2,1
34422,"Jim Wells County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48249,14.232045582618497,1,10.6,5.3,1
34423,"Jim Wells County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48249,17.404901710492723,1,7.6,4.9,1
34424,"Jim Wells County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48249,18.552090887116268,1,5.5,4.4,1
34425,"Jim Wells County, Texas",county,Texas,Coastal Plains Region of Texas nonmetropolitan area,48249,18.31426851294401,1,4.7,3.9,1
34494,"Billings, MT MSA",metropolitan_stat_area,Montana,"Billings, MT",13740,0.19533133982830134,1,5.4,3.7,1
34495,"Billings, MT MSA",metropolitan_stat_area,Montana,"Billings, MT",13740,0.19533133982830134,1,5.4,3.7,1
34496,"Billings, MT MSA",metropolitan_stat_area,Montana,"Billings, MT",13740,0.19533133982830134,1,5.4,3.7,1
34536,"Noble County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39121,2.2184873949579833,1,16.0,9.3,1
34537,"Noble County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39121,2.2789115646258504,1,13.3,9.6,1
34538,"Noble County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39121,2.938126512270999,1,11.0,8.9,1
34539,"Noble County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39121,3.4113905753107834,1,9.6,8.1,1
34540,"Noble County, Ohio",county,Ohio,Eastern Ohio nonmetropolitan area,39121,7.973014412756823,1,7.6,7.4,1
34590,"Hutchinson County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48233,13.278149450051027,1,5.6,5.3,1
34591,"Hutchinson County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48233,12.319943787328727,1,6.1,4.9,1
34592,"Hutchinson County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48233,12.680150175608574,1,5.0,4.4,1
34593,"Hutchinson County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48233,17.552395209580837,1,4.4,3.9,1
34594,"Hutchinson County, Texas",county,Texas,West Texas Region of Texas nonmetropolitan area,48233,17.291964169803972,1,7.2,3.7,1
34599,"Cibola County, New Mexico",county,New Mexico,Northern New Mexico nonmetropolitan area,35006,0.2079542500649857,1,8.6,8.1,1
34600,"Cibola County, New Mexico",county,New Mexico,Northern New Mexico nonmetropolitan area,35006,0.2597065316192702,1,8.5,7.4,1
34601,"Cibola County, New Mexico",county,New Mexico,Northern New Mexico nonmetropolitan area,35006,0.25131942699170645,1,8.1,6.2,1
34602,"Cibola County, New Mexico",county,New Mexico,Northern New Mexico nonmetropolitan area,35006,0.20196919969704621,1,8.3,5.3,1
34678,"Major County, Oklahoma",county,Oklahoma,Northwest Oklahoma nonmetropolitan area,40093,12.505768343331795,1,4.8,3.7,1
34948,"Muskegon, MI MSA",metropolitan_stat_area,Michigan,"Muskegon, MI",34740,0.2326073165574117,1,7.7,7.4,1
34950,"Muskegon, MI MSA",metropolitan_stat_area,Michigan,"Muskegon, MI",34740,0.21099764842315497,1,5.5,5.3,1
34951,"Muskegon, MI MSA",metropolitan_stat_area,Michigan,"Muskegon, MI",34740,0.19863971523010424,1,5.2,4.9,1
34952,"Muskegon, MI MSA",metropolitan_stat_area,Michigan,"Muskegon, MI",34740,0.18592972809763694,1,4.6,4.4,1
34953,"Muskegon, MI MSA",metropolitan_stat_area,Michigan,"Muskegon, MI",34740,0.1800064288010286,1,4.3,3.9,1
34954,"Muskegon, MI MSA",metropolitan_stat_area,Michigan,"Muskegon, MI",34740,0.18507972665148065,1,11.9,3.7,1
34961,"Desha County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05041,0.24091108190976784,1,7.2,6.2,1
34962,"Desha County, Arkansas",county,Arkansas,South Arkansas nonmetropolitan area,05041,0.19663535066637536,1,5.5,5.3,1
34968,"Colleton County, South Carolina",county,South Carolina,Northeast South Carolina nonmetropolitan area,45029,0.18676889806350144,1,13.9,9.3,1
34969,"Colleton County, South Carolina",county,South Carolina,Northeast South Carolina nonmetropolitan area,45029,0.18250025347257426,1,13.9,9.6,1
34990,"Washington County, Texas",county,Texas,Hill Country Region of Texas nonmetropolitan area,48477,0.22613900897904887,1,5.6,3.7,1
35115,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35116,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35117,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35118,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35119,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35120,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35121,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35122,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35123,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.8806421262678303,1,5.1,4.9,1
35142,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35143,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35144,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35145,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35146,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35147,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35148,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35149,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35150,"Houston-The Woodlands-Sugar Land, TX MSA",metropolitan_stat_area,Texas,"Houston-The Woodlands-Sugar Land, TX",26420,2.6898356955688434,1,8.7,3.7,1
35182,"Columbus County, North Carolina",county,North Carolina,Southeast Coastal North Carolina nonmetropolitan area,37047,0.46190922479582275,1,7.8,3.7,1
35209,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,1.0332309410779112,1,13.1,9.6,1
35212,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,0.986749365661122,1,9.0,7.4,1
35213,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,1.4337925217880236,1,8.3,6.2,1
35214,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,0.7454128440366973,1,8.6,5.3,1
35216,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,0.8504801097393689,1,7.2,4.4,1
35217,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,0.8597528210639441,1,6.9,3.9,1
35218,"Meigs County, Ohio",county,Ohio,Southern Ohio nonmetropolitan area,39105,1.1366865586814436,1,9.7,3.7,1
35223,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.36064627813040967,1,8.5,8.1,1
35224,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.3640416047548291,1,8.4,7.4,1
35225,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.37610619469026546,1,7.7,6.2,1
35226,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.38476046774801964,1,7.3,5.3,1
35227,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.294756438101148,1,6.5,4.9,1
35228,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.2769425542016142,1,6.4,4.4,1
35229,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.31515915537346356,1,5.8,3.9,1
35230,"Vernon Parish, Louisiana",county,Louisiana,Central Louisiana nonmetropolitan area,22115,0.2942137953579601,1,7.7,3.7,1
35314,"Van Zandt County, Texas",county,Texas,North Texas Region of Texas nonmetropolitan area,48467,0.6282534553940047,1,6.1,3.7,1
35388,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,6.3300957386462295,1,6.7,5.3,1
35389,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,6.3300957386462295,1,6.7,5.3,1
35390,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,6.307638663444312,1,5.5,4.9,1
35391,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,6.307638663444312,1,5.5,4.9,1
35392,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,6.931058719815109,1,4.8,4.4,1
35393,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,6.931058719815109,1,4.8,4.4,1
35394,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,7.006898844651317,1,4.4,3.9,1
35395,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,7.006898844651317,1,4.4,3.9,1
35396,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,0.5831014419428283,1,7.6,3.7,1
35397,"Houma-Thibodaux, LA MSA",metropolitan_stat_area,Louisiana,"Houma-Thibodaux, LA",26380,0.5831014419428283,1,7.6,3.7,1
35688,"Mckean County, Pennsylvania",county,Pennsylvania,Northern Pennsylvania nonmetropolitan area,42083,4.17355897696908,1,9.8,9.3,1
